original_title,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
Boogie Nights,False,,15000000,"[{'id': 18, 'name': 'Drama'}]",,4995,tt0118749,en,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",7.595679,/gTq6MPt7SeMiJ2miHeMoNEZTz4p.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Ghoulardi Film Company', 'id': 178}, {'name': 'Lawrence Gordon Productions', 'id': 840}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-09-11,43101594.0,155.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The life of a dreamer, the days of a business, and the nights in between.",Boogie Nights,False,7.5,812.0
Witness,False,,12000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",,9281,tt0090329,en,"A sheltered Amish child is the sole witness of a brutal murder in a restroom at a Philadelphia train station, and he must be protected.  The assignment falls to a taciturn detective who goes undercover in a Pennsylvania Dutch community. On the farm, he slowly assimilates despite his urban grit and forges a romantic bond with the child's beautiful mother.",10.312017,/pQZa314NJP3ieMAj6CgPI1v7nUY.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1985-02-08,68706993.0,113.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,A big city cop. A small country boy. They have nothing in common... but a murder.,Witness,False,7.0,390.0
Starship Troopers,False,"{'id': 10522, 'name': 'Starship Troopers Collection', 'poster_path': '/uumu3Xj1ME1632SCsyVJwITgOKZ.jpg', 'backdrop_path': '/hwZXCuY6GVw50o17nDGbSR8WMFJ.jpg'}",105000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,563,tt0120201,en,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".",14.412644,/zeCD9WkhABFJmPq3SlTozXJGEtr.jpg,"[{'name': 'TriStar Pictures', 'id': 559}, {'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Big Bug Pictures', 'id': 23434}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-06,121214377.0,129.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The only good bug is a dead bug.,Starship Troopers,False,6.7,1584.0
The Truman Show,False,,60000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,37165,tt0120382,en,"Truman Burbank is the star of ""The Truman Show"", a 24-hour-a-day ""reality"" TV show that broadcasts every aspect of his life -- live and in color -- without his knowledge. His entire life has been an unending soap opera for consumption by the rest of the world. And everyone he knows -- including his wife and his best friend -- is really an actor, paid to be part of his life.",13.155901,/EelZzudHRvJmjWccWscN1S5vmI.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Scott Rudin Productions', 'id': 258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-06-04,264118201.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,On the air. Unaware.,The Truman Show,False,7.8,4702.0
Anastasia,False,,53000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,9444,tt0118617,en,"This animated adventure retells the story of the lost daughter of Russia's last czar. The evil Rasputin places a curse on the Romanov family, and Anastasia and her grandmother, Empress Maria, get separated. After growing up in an orphanage, Anastasia encounters two Russian men seeking a reward offered by Empress Maria for the return of her granddaughter. The trio travels to Paris, where they find that the empress has grown skeptical of imposters.",11.911173,/dKJ6OOYlHGPARKidvP1kYJjXW29.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Fox Animation Studios', 'id': 11231}, {'name': 'Fox Family Films', 'id': 11232}, {'name': 'The Big Gun Project', 'id': 11233}, {'name': 'Little Wolf Entertainment', 'id': 11234}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-11-20,139804348.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Discover the Adventure Behind the Greatest Mystery of Our Time.,Anastasia,False,7.4,1481.0
Good Will Hunting,False,,10000000,"[{'id': 18, 'name': 'Drama'}]",http://www.miramax.com/movie/good-will-hunting,489,tt0119217,en,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",15.064833,/jq8LjngZ7XZEQge5JFTdOGMrHyZ.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Lawrence Bender Productions', 'id': 2253}, {'name': 'Be Gentlemen Limited Partnership', 'id': 23201}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-05,225933435.0,126.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Some people can never believe in themselves, until someone believes in them.",Good Will Hunting,False,7.9,2880.0
Scream 2,False,"{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/3DjOcwfd8cTcKBkWTcNntAZajEg.jpg', 'backdrop_path': '/jPTbJp1601vLu27WhyjhpVk8w0h.jpg'}",24000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,4233,tt0120082,en,"Two years after the terrifying events that occurred in Woodsboro, Sidney is now attending Windsor College in Cincinnati, and Gale Weathers' best selling book on Sidney's life has now been made into a major motion picture. When two college students are killed in a theatre while watching the new film 'Stab', Sidney knows deep down that history is repeating itself.",11.264845,/c5AyWNWooMGkJXlqLwmPQCjUwHt.jpg,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Konrad Pictures', 'id': 85}, {'name': 'Maven Entertainment', 'id': 1601}, {'name': 'Dimension Films', 'id': 7405}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-09,172363301.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Someone has taken their love of sequels one step too far.,Scream 2,False,6.1,856.0
The Sweet Hereafter,False,,5000000,"[{'id': 18, 'name': 'Drama'}]",,10217,tt0120255,en,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",6.002992,/bMmbAvCJ9ZLgCQq0YxygOMQxzEZ.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Alliance Communications', 'id': 579}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1997-05-14,3263585.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,There is no such thing as the simple truth.,The Sweet Hereafter,False,6.8,108.0
Tomorrow Never Dies,False,"{'id': 645, 'name': 'James Bond Collection', 'poster_path': '/HORpg5CSkmeQlAolx3bKMrKgfi.jpg', 'backdrop_path': '/6VcVl48kNKvdXOZfJPdarlUGOsk.jpg'}",110000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/,714,tt0120347,en,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,17.159576,/k3eI9q7ISgpDEu2CMwR2s6inJVp.jpg,"[{'name': 'Eon Productions', 'id': 7576}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-11,333011068.0,119.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'da', 'name': 'Dansk'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}]",Released,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Tomorrow Never Dies,False,6.0,941.0
The Postman,False,"{'id': 351886, 'name': 'The Postman Collection', 'poster_path': None, 'backdrop_path': None}",80000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}]",,9922,tt0119925,en,"In 2013 there are no highways, no I-ways, no dreams of a better tomorrow, only scattered survivors across what was once the Unites States. Into this apocalyptic wasteland comes an enigmatic drifter with a mule, a knack for Shakespeare and something yet undiscovered: the power to inspire hope.",6.537407,/1JgpWKasHpkVwtzOLVHkjoR6xt0.jpg,"[{'name': 'Tig Productions', 'id': 335}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-25,17626234.0,177.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The year is 2013. One man walked in off the horizon and hope came with him.,The Postman,False,6.1,306.0
The Horse Whisperer,False,,60000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,547,tt0119314,en,"Based on the novel by the same name from Nicholas Evans, the talented Robert Redford presents this meditative family drama set in the country side. Redford not only directs but also stars in the roll of a cowboy with a magical talent for healing.",7.685548,/nT4p5iDOxcnEa2QD0Kp3907WeuA.jpg,"[{'name': 'Wildwood Enterprises', 'id': 316}, {'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-05-14,186883563.0,170.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Horse Whisperer,False,6.7,296.0
Jackie Brown,False,,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",,184,tt0119396,en,"Jackie Brown is a flight attendant who gets caught in the middle of smuggling cash into the country for her gunrunner boss. When the cops try to use Jackie to get to her boss, she hatches a plan—with help from a bail bondsman—to keep the money for herself. Based on Elmore Leonard's novel “Rum Punch”.",16.415498,/4XVPYOdMAizdNMSwS0SK3fPJcvR.jpg,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-24,39673162.0,154.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Six players on the trail of a half a million in Cash. There's only one question... Who's playing who?,Jackie Brown,False,7.3,1580.0
Kundun,False,,28000000,"[{'id': 18, 'name': 'Drama'}]",,9746,tt0119485,en,"The Tibetans refer to the Dalai Lama as 'Kundun', which means 'The Presence'. He was forced to escape from his native home, Tibet, when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since.",5.01752,/tQOMq9k0jEm4bUXR5CPJSju7Vky.jpg,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-25,5684789.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}, {'iso_639_1': 'bo', 'name': ''}]",Released,,Kundun,False,6.8,92.0
The Big Lebowski,False,,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",http://www.biglebowskibluray.com/splash.php,115,tt0118715,en,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.",15.952524,/qiE3ovg9TPylHReZjizQ40LsKZV.jpg,"[{'name': 'Gramercy Pictures', 'id': 37}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Working Title Films', 'id': 10163}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-03-06,46189568.0,117.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'he', 'name': 'עִבְרִית'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Times like these call for a Big Lebowski.,The Big Lebowski,False,7.8,3001.0
Wag the Dog,False,,15000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,586,tt0120885,en,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",7.603652,/sTsMrXrTya8KpFm8lgtlQR12X7Z.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Tribeca Productions', 'id': 11391}, {'name': 'Baltimore Pictures', 'id': 11407}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-25,64256513.0,97.0,"[{'iso_639_1': 'sq', 'name': 'shqip'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,"A comedy about truth, justice and other special effects.",Wag the Dog,False,6.7,273.0
Dark City,False,,27000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",,2666,tt0118929,en,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",12.851984,/yR7rapBFxBoBT0vkZQIXhLBr726.jpg,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Mystery Clock Cinema', 'id': 908}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-02-27,27200316.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A world where the night never ends.,Dark City,False,7.2,838.0
Hard Rain,False,,70000000,"[{'id': 53, 'name': 'Thriller'}]",,11258,tt0120696,en,"Get swept up in the action as an armored car driver (Christian Slater) tries to elude a gang of thieves (led by Morgan Freeman) while a flood ravages the countryside. Hard Rain is ""a wild, thrilling, chilling action ride"" filled with close calls, uncertain loyalties and heart-stopping heroics.",6.363405,/sERY2UzVUAgJfnuePKJOiIY8MpS.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Marubeni', 'id': 4650}, {'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'id': 7237}, {'name': 'UGC PH', 'id': 23932}, {'name': 'British Broadcasting Corporation (BBC) Television', 'id': 48136}, {'name': 'Stargate Studios', 'id': 55474}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-01-16,19870567.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"In the worst storm in living memory, one guard stands between five men and three million dollars.",Hard Rain,False,5.5,181.0
Deep Rising,False,,45000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",,9457,tt0118956,en,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who have taken over the ship first.",6.922458,/hJ1Zhz6MMAHgeSlf7UBCHZKm0QM.jpg,"[{'name': 'Hollywood Pictures', 'id': 915}, {'name': 'Cinergi Pictures Entertainment', 'id': 1504}, {'name': 'Calimari Productions', 'id': 45518}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1998-01-30,11203026.0,106.0,"[{'iso_639_1': 'ko', 'name': '한국어/조선말'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Full Scream Ahead,Deep Rising,False,6.0,155.0
